"Number","Sample.x","SiO2 (%)","TiO2","Al2O3","Fe2O3","FeO","Fe","MnO","Mn","MgO","CaO","Na2O","K2O","P2O5","SO3","C","CO2","LOI","H2O","Cl","Total","Li","Be","Rb","Sr","Cs","Ba","B","Br","Sc","V","Cr","Co","Ni","Cu","Zn","Ga","Ge","As","Y","Zr","Nb","Mo","Ag","Cd","Sn","Sb","Te","Hf","Ta","W","Au","Hg","Tl","Pb","Bi","Th","U","La","Ce","Pr","Nd","Sm","Eu","Gd","Tb","Dy","Ho","Er","Tm","Yb","Lu","Fe/Mn","Ref","Type","Fe_species","Mn_species","Locality","Age","method","Notes","Sample.y","Formation","Pathway"
2683,"Waukeah_Neck","49.3",0.82,9.1,NA,19.5,15.16,"0.2",0.15,10.8,"1.3","2.2","0.8",NA,NA,NA,NA,NA,NA,NA,94.02,"2.1",NA,"8.9","12.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Waukeah_Neck","Gale crater","Gale crater"
2684,"Waukeah_Neck","52",0.84,10.1,NA,19,14.77,"0.2",0.15,9.4,"1.5","2.49","0.9",NA,NA,NA,NA,NA,NA,NA,96.43,"22.9",NA,"73.5","153.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Waukeah_Neck","Gale crater","Gale crater"
2685,"Waukeah_Neck","48.5",0.8,9,NA,20.1,15.62,"0.15",0.12,8.9,"1.6","2.31","0.8",NA,NA,NA,NA,NA,NA,NA,92.16,"19.7",NA,"77.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Waukeah_Neck","Gale crater","Gale crater"
2686,"Waukeah_Neck","49.5",0.95,11.2,NA,20.1,15.62,"1.37",1.06,10.4,"1.4","2.31","0.76",NA,NA,NA,NA,NA,NA,NA,97.99,"29.5",NA,"87","227.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Waukeah_Neck","Gale crater","Gale crater"
2687,"Morancy_Stream_ccam","38.8",0.83,7.3,NA,27.5,21.38,"0.15",0.12,4.9,"1.1","1.83","0.45",NA,NA,NA,NA,NA,NA,NA,82.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Morancy_Stream_ccam","Gale crater","Gale crater"
2688,"Morancy_Stream_ccam","45.4",0.92,9.1,NA,20.3,15.78,"0.18",0.14,10.1,"3.5","2.36","0.41",NA,NA,NA,NA,NA,NA,NA,92.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Morancy_Stream_ccam","Gale crater","Gale crater"
2689,"aegis_post_1670a","56.3",0.92,12.7,NA,16.8,13.06,"0.13",0.1,8.9,"1.8","2.71","1.31",NA,NA,NA,NA,NA,NA,NA,101.57,"14.1",NA,"93.8","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1670a","Gale crater","Gale crater"
2690,"aegis_post_1670a","49.1",0.81,10,NA,18.6,14.46,"0.13",0.1,12.9,"1.1","2.32","0.81",NA,NA,NA,NA,NA,NA,NA,95.77,"12.9",NA,"44.3","157.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1670a","Gale crater","Gale crater"
2691,"aegis_post_1670a","44",0.96,9.2,NA,20.1,15.62,"0.13",0.1,8,"6.9","2.08","0.38",NA,NA,NA,NA,NA,NA,NA,91.75,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1670a","Gale crater","Gale crater"
2692,"aegis_post_1670a","43.7",1.06,9.7,NA,20.6,16.01,"0.13",0.1,6.6,"6.8","2.41","0.55",NA,NA,NA,NA,NA,NA,NA,91.55,"9.6",NA,NA,"127.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1670a","Gale crater","Gale crater"
2693,"Deer_Isle_ccam","33.6",0.66,6,NA,12.6,9.79,"0.13",0.1,3,"20.9","0.89","0.3",NA,NA,NA,NA,NA,NA,NA,78.08,"13.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Deer_Isle_ccam","Gale crater","Gale crater"
2694,"Deer_Isle_ccam","34.1",0.68,5.7,NA,13.3,10.34,"0.17",0.13,3.2,"22.2","0.87","0.4",NA,NA,NA,NA,NA,NA,NA,80.62,"22.8",NA,"74.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Deer_Isle_ccam","Gale crater","Gale crater"
2695,"Deer_Isle_ccam","30.3",0.65,5.2,NA,11.7,9.09,"0.15",0.12,3,"23.7","0.71","0.26",NA,NA,NA,NA,NA,NA,NA,75.67,"17.3",NA,"28.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Deer_Isle_ccam","Gale crater","Gale crater"
2696,"Chimney_Peak","55.3",1.09,12.6,NA,19,14.77,"0.2",0.15,5.6,"2.3","2.69","1.3",NA,NA,NA,NA,NA,NA,NA,100.08,"2.4",NA,"119.9","36.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Chimney_Peak","Gale crater","Gale crater"
2697,"Chimney_Peak","52.8",1,11.6,NA,23,17.88,"0.17",0.13,5.2,"1.3","2.58","1.31",NA,NA,NA,NA,NA,NA,NA,98.96,"17.2",NA,"8.8","382.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Chimney_Peak","Gale crater","Gale crater"
2698,"Chimney_Peak","52.4",0.96,12.6,NA,21.1,16.4,"0.16",0.12,5.5,"1.5","2.55","1.08",NA,NA,NA,NA,NA,NA,NA,97.85,"16",NA,"81","295.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Chimney_Peak","Gale crater","Gale crater"
2699,"Chimney_Peak","54.7",1.05,11.8,NA,18.8,14.61,"0.17",0.13,5.3,"2.6","2.81","1.25",NA,NA,NA,NA,NA,NA,NA,98.48,"16.8",NA,"131.2","291.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Chimney_Peak","Gale crater","Gale crater"
2700,"Chimney_Peak","53.9",1.02,12,NA,20.9,16.25,"0.18",0.14,5.7,"1.8","2.55","1.28",NA,NA,NA,NA,NA,NA,NA,99.33,"18.9",NA,"83.7","379.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Chimney_Peak","Gale crater","Gale crater"
2701,"Chimney_Peak","44.2",0.74,9.8,NA,14.6,11.35,"0.19",0.15,3.6,"15.3","1.5","0.5",NA,NA,NA,NA,NA,NA,NA,90.43,"19.6",NA,"81.6","149.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Chimney_Peak","Gale crater","Gale crater"
2702,"Chimney_Peak","53.2",0.95,11.3,NA,20,15.55,"0.24",0.19,6.4,"1.6","2.5","1.32",NA,NA,NA,NA,NA,NA,NA,97.51,"2.5",NA,"88.7","336.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Chimney_Peak","Gale crater","Gale crater"
2703,"Chimney_Peak","55.2",0.94,11.3,NA,17.8,13.84,"0.19",0.15,5.7,"2","2.33","0.91",NA,NA,NA,NA,NA,NA,NA,96.37,"15.5",NA,"9.6","298.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Chimney_Peak","Gale crater","Gale crater"
2704,"Chimney_Peak","44.1",0.95,9.1,NA,19.9,15.47,"0.13",0.1,7.6,"7.3","2.03","0.43",NA,NA,NA,NA,NA,NA,NA,91.54,"15.4",NA,NA,"12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Chimney_Peak","Gale crater","Gale crater"
2705,"aegis_post_1673a","48.2",0.88,10.6,NA,17.7,13.76,"0.19",0.15,7.2,"5.7","2.12","0.64",NA,NA,NA,NA,NA,NA,NA,93.23,"12.6",NA,"15.8","156.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1673a","Gale crater","Gale crater"
2706,"aegis_post_1673a","45.3",0.8,7.9,NA,15.5,12.05,"0.19",0.15,5.7,"10.3","1.71","0.56",NA,NA,NA,NA,NA,NA,NA,87.96,"13.4",NA,"37.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1673a","Gale crater","Gale crater"
2707,"aegis_post_1673a","46.4",0.82,10.8,NA,16.7,12.98,"0.21",0.16,6.5,"9.9","1.78","0.49",NA,NA,NA,NA,NA,NA,NA,93.6,"13.5",NA,"94.7","154.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1673a","Gale crater","Gale crater"
2708,"aegis_post_1673a","42.4",0.79,8,NA,15.1,11.74,"0.2",0.15,5.8,"14.2","1.41","0.43",NA,NA,NA,NA,NA,NA,NA,88.33,"15.9",NA,"78.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1673a","Gale crater","Gale crater"
2709,"aegis_post_1673a","42.3",0.72,7.9,NA,14.7,11.43,"0.19",0.15,5.7,"14.4","1.38","0.4",NA,NA,NA,NA,NA,NA,NA,87.69,"13.6",NA,"34.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1673a","Gale crater","Gale crater"
2710,"aegis_post_1673a","44.1",0.79,9.3,NA,14.9,11.58,"0.17",0.13,5.4,"14.2","1.59","0.49",NA,NA,NA,NA,NA,NA,NA,90.94,"15.4",NA,"37.3","136.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1673a","Gale crater","Gale crater"
2711,"aegis_post_1673a","40.1",0.76,8.4,NA,16.4,12.75,"0.18",0.14,5.5,"12.6","1.52","0.27",NA,NA,NA,NA,NA,NA,NA,85.73,"8.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1673a","Gale crater","Gale crater"
2712,"aegis_post_1673a","39.1",0.73,7.5,NA,15.8,12.28,"0.26",0.2,5.6,"15.1","1.23","0.35",NA,NA,NA,NA,NA,NA,NA,85.67,"17.6",NA,"32.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1673a","Gale crater","Gale crater"
2713,"aegis_post_1673a","44.8",0.83,10.1,NA,17.6,13.68,"0.31",0.24,7.7,"8.7","2.02","0.62",NA,NA,NA,NA,NA,NA,NA,92.68,"12.8",NA,"74.2","161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"aegis_post_1673a","Gale crater","Gale crater"
2714,"South_Brother","54.3",1.06,12.5,NA,18.1,14.07,"0.16",0.12,8.3,"2.6","2.31","0.81",NA,NA,NA,NA,NA,NA,NA,100.14,"17",NA,"64.1","327.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"South_Brother","Gale crater","Gale crater"
2715,"South_Brother","43.9",0.97,9.8,NA,19.2,14.92,"0.14",0.11,7.6,"6.5","2.07","0.44",NA,NA,NA,NA,NA,NA,NA,90.62,"1.1",NA,"35.9","156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"South_Brother","Gale crater","Gale crater"
2716,"South_Brother","46.4",0.77,8.3,NA,15.9,12.36,"0.14",0.11,17.6,"1.1","1.69","0.64",NA,NA,NA,NA,NA,NA,NA,92.54,"1.6",NA,NA,"256.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"South_Brother","Gale crater","Gale crater"
2717,"South_Brother","51.3",0.97,10.3,NA,18.9,14.69,"0.14",0.11,11.1,"1.4","2.4","0.96",NA,NA,NA,NA,NA,NA,NA,97.47,"13.9",NA,"5.4","236.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"South_Brother","Gale crater","Gale crater"
2718,"South_Brother","50.2",0.89,10.4,NA,19,14.77,"0.14",0.11,11.3,"1.3","2.2","0.86",NA,NA,NA,NA,NA,NA,NA,96.29,"13.4",NA,"68.9","241.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"South_Brother","Gale crater","Gale crater"
2719,"South_Brother","43.7",0.79,9.1,NA,16.3,12.67,"0.21",0.16,4.6,"12.2","1.49","0.61",NA,NA,NA,NA,NA,NA,NA,89,"15.2",NA,"58","14.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"South_Brother","Gale crater","Gale crater"
2720,"South_Brother","53.9",0.95,13.4,NA,18.9,14.69,"0.21",0.16,6.9,"1.7","2.6","0.95",NA,NA,NA,NA,NA,NA,NA,99.51,"18.8",NA,"85.8","393.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"South_Brother","Gale crater","Gale crater"
2721,"South_Brother","48.4",0.88,10.5,NA,18.6,14.46,"0.21",0.16,12.1,"1.5","2.09","0.72",NA,NA,NA,NA,NA,NA,NA,95,"11.9",NA,"62.3","345.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"South_Brother","Gale crater","Gale crater"
2722,"Lookout_Point","47.9",0.9,11.4,NA,18.2,14.15,"0.19",0.15,6.1,"6.7","2.01","0.62",NA,NA,NA,NA,NA,NA,NA,94.02,"14.2",NA,"62.1","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Lookout_Point","Gale crater","Gale crater"
2723,"Lookout_Point","39.6",0.8,7.4,NA,15.4,11.97,"0.21",0.16,4.3,"15.2","1.21","0.46",NA,NA,NA,NA,NA,NA,NA,84.58,"11.8",NA,"45.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Lookout_Point","Gale crater","Gale crater"
2724,"Lookout_Point","34.7",0.67,6.2,NA,13.4,10.42,"0.2",0.15,3.8,"20","0.94","0.35",NA,NA,NA,NA,NA,NA,NA,80.26,"2.9",NA,"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Lookout_Point","Gale crater","Gale crater"
2725,"Lookout_Point","38.8",0.73,6.6,NA,16.1,12.51,"0.28",0.22,7.2,"12.8","1.27","0.32",NA,NA,NA,NA,NA,NA,NA,84.1,"11.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Lookout_Point","Gale crater","Gale crater"
2726,"Lookout_Point","39.5",0.74,7.1,NA,15.2,11.82,"0.21",0.16,4.7,"15.1","1.19","0.4",NA,NA,NA,NA,NA,NA,NA,84.14,"15.3",NA,"54.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Lookout_Point","Gale crater","Gale crater"
2727,"Lookout_Point","39.7",0.75,7.5,NA,14.3,11.12,"0.17",0.13,4.1,"16.8","1.18","0.36",NA,NA,NA,NA,NA,NA,NA,84.86,"12.9",NA,"53.5","124.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gale crater, Mars",NA,NA,NA,"Lookout_Point","Gale crater","Gale crater"
