Number,Sample,SiO2 (%),TiO2,Al2O3,Fe2O3,FeO,Fe,MnO,Mn,MgO,CaO,Na2O,K2O,P2O5,SO3,C,CO2,LOI,H2O,Cl,Total,Li,Be,Rb,Sr,Cs,Ba,B,Br,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Ge,As,Y,Zr,Nb,Mo,Ag,Cd,Sn,Sb,Te,Hf,Ta,W,Au,Hg,Tl,Pb,Bi,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Fe/Mn,Ref,Type,Fe_species,Mn_species,Locality,Age,method,Notes
2592,Greenvale_Cove,42.5,0.92,9.2,,19.5,15.16,0.14,0.11,7.4,7.7,2.07,0.43,,,,,,,,89.86,9.6,,51,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2593,Dram_Island,27.9,0.53,5.5,,4.2,3.26,0.14,0.11,1.6,32.2,0.63,0.21,,,,,,,,72.91,17.8,,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2594,Vinalhaven,36,0.61,8.7,,11.7,9.09,0.14,0.11,2.1,21.2,1.44,0.64,,,,,,,,82.53,19.6,,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2595,Snows_Point,55.7,0.91,15.3,,19.4,15.08,0.75,0.58,6.6,1.7,3.38,1.58,,,,,,,,105.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2596,Snows_Point,55.1,0.83,15,,19.3,15,0.19,0.15,7,1.5,3.44,1.75,,,,,,,,104.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2597,Snows_Point,56.6,0.91,15.2,,19.7,15.31,0.2,0.15,6,1.4,3.71,2.02,,,,,,,,105.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2598,Snows_Point,56.9,0.83,16.1,,19.5,15.16,0.13,0.1,6,1.2,3.85,2.07,,,,,,,,106.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2599,Snows_Point,56.5,0.86,16.5,,18.3,14.22,0.17,0.13,6.5,1.7,3.66,1.91,,,,,,,,106.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2600,Snows_Point,57.9,0.88,15.7,,18.2,14.15,0.18,0.14,7.1,1.6,3.97,2.25,,,,,,,,107.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2601,Snows_Point,42.7,0.6,10.7,,10.7,8.32,0.14,0.11,2.8,24.6,1.52,0.73,,,,,,,,94.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2602,Clam_Ledge,54.7,0.97,11.6,,18.5,14.38,0.18,0.14,6.5,1.4,2.42,1.11,,,,,,,,97.38,23.9,,13.6,284.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2603,Clam_Ledge,56.1,0.95,12.5,,19.9,15.47,0.13,0.1,5.8,1.8,2.83,1.55,,,,,,,,101.56,26.9,,135.4,363.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2604,Bald_Rock_Ledge,44.1,0.75,7.8,,15.2,11.82,0.19,0.15,4.2,15.4,1.31,0.54,,,,,,,,89.49,26.9,,61.5,136.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2605,Bald_Rock_Ledge,54.4,1.04,12.9,,19.4,15.08,0.21,0.16,6.2,1.7,2.88,1.38,,,,,,,,100.11,3.8,,12.5,363.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2606,Bald_Rock_Ledge,24.1,0.36,4.8,,6.4,4.97,0.13,0.1,2,31.8,0.56,0.27,,,,,,,,70.42,25,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2607,aegis_post_1646a,30,0.66,4.7,,12.1,9.41,0.13,0.1,3.6,21.9,0.82,0.3,,,,,,,,74.21,17.8,,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2608,aegis_post_1646a,28.8,0.66,5.3,,11.4,8.86,0.18,0.14,3.1,25.5,0.76,0.25,,,,,,,,75.95,23.5,,36.4,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2609,Damariscotta_Lake,52.9,0.96,12.7,,18.8,14.61,0.14,0.11,8,1.5,2.44,0.98,,,,,,,,98.42,26.2,,17.8,337.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2610,Mount_Katahdin,31.1,0.64,6,,11.3,8.78,0.14,0.11,2.3,25.5,0.72,0.24,,,,,,,,77.94,24.1,,28.8,133.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2611,Mount_Katahdin,34.2,0.66,5.8,,11.2,8.71,0.14,0.11,2.6,24,0.74,0.23,,,,,,,,79.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2612,Mount_Katahdin,27,0.61,4.7,,10.4,8.08,0.13,0.1,2.3,26.3,0.52,0.14,,,,,,,,72.1,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2613,Mount_Katahdin,22.1,0.57,4.6,,8.7,6.76,0.14,0.11,2.1,28.2,0.53,0.12,,,,,,,,67.06,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2614,Mount_Katahdin,32.3,0.59,5.8,,9.1,7.07,0.13,0.1,1.9,25.7,0.66,0.19,,,,,,,,76.37,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2615,Mount_Katahdin,27,0.58,4.4,,9.3,7.23,0.13,0.1,2.4,25.8,0.51,0.16,,,,,,,,70.28,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2616,Tumbledown_Mountain,43.1,0.91,9.2,,19.8,15.39,0.15,0.12,7.2,7.6,2.18,0.53,,,,,,,,90.67,1,,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2617,Tumbledown_Mountain,42.3,0.92,9.1,,19.8,15.39,0.14,0.11,7.3,7.7,2.05,0.45,,,,,,,,89.76,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2618,Tumbledown_Mountain,42.2,0.91,9.4,,19.7,15.31,0.15,0.12,7.2,7.8,2.11,0.45,,,,,,,,89.92,1.6,,13.4,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2619,Tumbledown_Mountain,41.9,0.95,9,,19.9,15.47,0.15,0.12,7.1,7.7,2.02,0.45,,,,,,,,89.17,8.9,,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2620,Tumbledown_Mountain,42.6,0.92,9.2,,20,15.55,0.14,0.11,7.2,7.6,2.05,0.43,,,,,,,,90.14,9.5,,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2621,Elephant_Mountain,42.2,0.92,8.9,,19.7,15.31,0.13,0.1,7.5,7.7,2.02,0.43,,,,,,,,89.5,1.1,,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2622,Elephant_Mountain,41.5,0.94,8.6,,20,15.55,0.13,0.1,7.7,7.5,1.98,0.4,,,,,,,,88.75,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2623,Elephant_Mountain,42,0.93,8.5,,19.8,15.39,0.13,0.1,7.5,7.5,2,0.43,,,,,,,,88.79,8.2,,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2624,Elephant_Mountain,41.9,0.93,9.2,,19.6,15.24,0.13,0.1,7.6,7.7,2.11,0.41,,,,,,,,89.58,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2625,Elephant_Mountain,42.4,0.92,9.3,,19.7,15.31,0.13,0.1,7.5,7.4,2.05,0.41,,,,,,,,89.81,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2626,Canoe_Point,41.4,0.91,8.7,,19.6,15.24,0.13,0.1,7.8,7.6,1.88,0.37,,,,,,,,88.39,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2627,North_Brother,42.7,0.93,9.2,,19.4,15.08,0.14,0.11,7,7.5,2.15,0.47,,,,,,,,89.49,9.6,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2628,North_Brother,42.6,0.92,9.3,,20,15.55,0.15,0.12,7.1,7.4,2.11,0.47,,,,,,,,90.05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2629,North_Brother,41.9,0.92,8.9,,20,15.55,0.15,0.12,7.1,7.5,2.02,0.44,,,,,,,,88.93,9.6,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2630,North_Brother,42.7,0.93,9.2,,20.1,15.62,0.16,0.12,7,7.4,2.07,0.47,,,,,,,,90.03,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2631,North_Brother,41.4,0.91,9,,19.7,15.31,0.14,0.11,7.2,7.6,1.96,0.4,,,,,,,,88.31,8.6,,,122.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2632,Avery_Peak_ccam,41.1,0.91,8.5,,19.6,15.24,0.13,0.1,7.2,7.5,1.92,0.34,,,,,,,,87.2,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2633,Avery_Peak_ccam,41.6,0.91,8.5,,20.1,15.62,0.14,0.11,7.6,7.6,1.96,0.38,,,,,,,,88.79,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2634,Kamankeag,52.3,0.94,12.3,,18.8,14.61,0.16,0.12,9.8,1.7,2.35,0.72,,,,,,,,99.07,23.1,,39.5,217.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2635,Kamankeag,52.9,1.02,11.4,,20,15.55,0.15,0.12,8,1.3,2.49,1,,,,,,,,98.26,25.3,,46.4,175.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2636,Kamankeag,49.1,1,10.9,,19.7,15.31,1.1,0.85,9,1.6,2.57,0.71,,,,,,,,95.68,21.3,,51,153.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2637,Kamankeag,52.7,1.12,11.4,,18.6,14.46,0.25,0.19,9.3,1.8,2.58,0.82,,,,,,,,98.57,22.2,,63.6,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2638,Hamlin_Peak,41.3,0.91,8.7,,19.6,15.24,0.13,0.1,7.5,7.5,1.95,0.39,,,,,,,,87.98,7.7,,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2639,Hamlin_Peak,41.6,0.91,8.9,,20.1,15.62,0.14,0.11,7.2,7.4,1.98,0.41,,,,,,,,88.64,,,48.1,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2640,Hamlin_Peak,42.1,0.92,9.3,,20.1,15.62,0.14,0.11,7.2,7.4,2.08,0.45,,,,,,,,89.69,1,,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2641,Hamlin_Peak,42.6,0.94,9.3,,20.5,15.93,0.15,0.12,7.3,7.4,2.11,0.48,,,,,,,,90.78,9.3,,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2642,aegis_post_1660a,54,1.02,11.3,,18.3,14.22,0.16,0.12,7.5,1.6,2.68,1.2,,,,,,,,97.76,21.8,,117.6,353.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2643,aegis_post_1660b,46.9,0.95,10.6,,20.2,15.7,0.15,0.12,6.4,7.6,2.76,0.85,,,,,,,,96.41,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2644,aegis_post_1660b,55.3,0.89,13.8,,19.1,14.85,0.15,0.12,8.4,1.2,2.92,1.67,,,,,,,,103.43,26.5,,9.1,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2645,aegis_post_1662a,53.7,0.9,13.4,,18.4,14.3,0.14,0.11,8.7,1.6,3.11,1.24,,,,,,,,101.19,21.5,,91.6,369.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2646,aegis_post_1662a,53.8,0.87,12.8,,22.2,17.26,0.19,0.15,5.1,1.6,3.18,1.31,,,,,,,,101.05,21.4,,59.4,355.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2647,aegis_post_1662a,44.7,0.91,9.2,,23.9,18.58,2.74,2.12,6.7,1,4.15,0.58,,,,,,,,93.88,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2648,aegis_post_1662a,55.4,0.95,12.2,,19,14.77,0.16,0.12,6.1,1.7,3.19,1.27,,,,,,,,99.97,24.4,,75.4,268.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2649,Great_Wass_Island,42.4,0.95,9.1,,20.2,15.7,0.14,0.11,7.3,7.3,1.91,0.34,,,,,,,,89.64,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2650,Great_Wass_Island,52.7,0.88,14,,18.3,14.22,0.16,0.12,9.1,1.9,2.28,0.71,,,,,,,,100.03,19.6,,8.1,281.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2651,Baldpate_Mountain,43.8,0.86,9.9,,19.9,15.47,0.16,0.12,7.3,8,2.27,0.51,,,,,,,,92.7,24.9,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2652,Baldpate_Mountain,44.2,0.9,9.7,,20,15.55,0.15,0.12,7.1,7.6,2.28,0.47,,,,,,,,92.4,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2653,Baldpate_Mountain,43.8,0.93,9.4,,19.8,15.39,0.15,0.12,7.6,7.9,2.11,0.45,,,,,,,,92.14,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2654,Baldpate_Mountain,43.8,0.92,9.7,,19.9,15.47,0.14,0.11,7.1,8,2.33,0.46,,,,,,,,92.35,12.7,,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2655,Baldpate_Mountain,43.5,0.88,9.8,,20.3,15.78,0.13,0.1,6.8,8,2.3,0.46,,,,,,,,92.17,14.9,,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2656,Chebeague_Island,57.4,0.96,14,,19.3,15,0.13,0.1,6.2,1.5,3.31,1.72,,,,,,,,104.52,29.3,,92.3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2657,Chebeague_Island,55.2,0.94,12.7,,19.1,14.85,0.17,0.13,8.3,2.3,2.97,1.35,,,,,,,,103.03,25.5,,99.8,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2658,Chebeague_Island,55.1,0.97,13.4,,19.4,15.08,0.17,0.13,8.4,1.8,2.96,1.14,,,,,,,,103.34,18.7,,185.7,392.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2659,Chebeague_Island,57.3,1.06,12.8,,19.7,15.31,0.14,0.11,6.1,1.5,3.24,1.76,,,,,,,,103.6,26.8,,11.2,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2660,Chebeague_Island,48.4,0.65,15.4,,22,17.1,0.16,0.12,6.5,1.8,4.65,0.48,,,,,,,,100.04,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2661,aegis_post_1665b,54.5,0.85,12,,18.2,14.15,0.13,0.1,6.4,1.7,2.92,1.37,,,,,,,,98.07,22.8,,89.1,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2662,Ingalls_Island,30.2,0.59,5.2,,10,7.77,0.14,0.11,2,26.2,0.62,0.28,,,,,,,,75.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2663,Ingalls_Island,38.3,0.72,6.8,,13.5,10.49,0.16,0.12,2.9,19,1.07,0.44,,,,,,,,82.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2664,Ingalls_Island,33.3,0.61,5.9,,14.3,11.12,0.13,0.1,2.5,20,0.9,0.3,,,,,,,,77.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2665,Ingalls_Island,29.3,0.57,5.4,,9.5,7.38,0.14,0.11,2.2,26,0.66,0.23,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2666,Ingalls_Island,31.6,0.62,5.7,,11.3,8.78,0.13,0.1,2.4,24.4,0.79,0.34,,,,,,,,77.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2667,Ingalls_Island,48,0.89,9.9,,18.4,14.3,0.13,0.1,4.3,9.3,1.81,0.68,,,,,,,,93.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2668,Ingalls_Island,36.6,0.66,6.5,,12,9.33,0.16,0.12,3.1,21.7,1.07,0.31,,,,,,,,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2669,Bunker_Cove,54.9,1.04,12.2,,20.3,15.78,0.13,0.1,7.2,1.5,2.69,1.19,,,,,,,,101.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2670,Bunker_Cove,40.3,0.69,7.8,,13.9,10.8,0.18,0.14,3.8,19.3,1.19,0.43,,,,,,,,87.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2671,Bunker_Cove,34.9,0.64,7.6,,32.6,25.34,0.13,0.1,3.1,11.3,1.6,0.47,,,,,,,,92.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2672,Bunker_Cove,41.7,0.72,8.1,,16.3,12.67,0.27,0.21,4.6,15.9,1.47,0.41,,,,,,,,89.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2673,Bunker_Cove,42.2,0.72,8.3,,15.4,11.97,0.17,0.13,3.6,18.2,1.39,0.53,,,,,,,,90.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2674,Cromwell_Cove,52.7,0.84,12,,19.4,15.08,0.13,0.1,8.4,1.5,3.1,1.07,,,,,,,,99.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2675,Cromwell_Cove,54.6,0.9,12.3,,19.8,15.39,0.15,0.12,8.3,1.4,2.71,1.21,,,,,,,,101.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2676,aegis_post_1666a,43.5,0.85,9.1,,16.7,12.98,0.13,0.1,5.2,11.3,1.77,0.66,,,,,,,,89.21,17.7,,7.8,146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2677,Crabtree_Neck,29.9,0.6,6.4,,17.3,13.45,0.22,0.17,4,13.5,1.25,0.29,,,,,,,,73.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2678,Crabtree_Neck,46,0.83,8.8,,21.3,16.56,0.2,0.15,6.1,1.1,2.34,0.68,,,,,,,,87.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2679,Crabtree_Neck,49.5,1.08,8.9,,19.8,15.39,0.13,0.1,8.7,1.2,2.58,0.82,,,,,,,,92.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2680,Crabtree_Neck,49.1,0.84,10.4,,20,15.55,0.18,0.14,9,1.8,2.53,0.97,,,,,,,,94.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2681,Waukeah_Neck,51.9,0.81,9.5,,18.9,14.69,0.14,0.11,9.3,1.2,2.24,1.03,,,,,,,,95.02,24.9,,88.4,141.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2682,Waukeah_Neck,51,0.87,10.2,,19.3,15,0.13,0.1,9.7,1.4,2.27,0.91,,,,,,,,95.78,25.3,,94,125.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2683,Waukeah_Neck,49.3,0.82,9.1,,19.5,15.16,0.2,0.15,10.8,1.3,2.2,0.8,,,,,,,,94.02,2.1,,8.9,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2684,Waukeah_Neck,52,0.84,10.1,,19,14.77,0.2,0.15,9.4,1.5,2.49,0.9,,,,,,,,96.43,22.9,,73.5,153.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2685,Waukeah_Neck,48.5,0.8,9,,20.1,15.62,0.15,0.12,8.9,1.6,2.31,0.8,,,,,,,,92.16,19.7,,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2686,Waukeah_Neck,49.5,0.95,11.2,,20.1,15.62,1.37,1.06,10.4,1.4,2.31,0.76,,,,,,,,97.99,29.5,,87,227.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
2687,Morancy_Stream_ccam,38.8,0.83,7.3,,27.5,21.38,0.15,0.12,4.9,1.1,1.83,0.45,,,,,,,,82.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gale crater, Mars",,,
